Id,Expected
25_15_145,6.360000000000000142e+01
25_15_146,6.420000000000000284e+01
25_15_147,6.990000000000000568e+01
25_15_148,6.200000000000000000e+01
25_15_149,6.559999999999999432e+01
25_15_150,6.759999999999999432e+01
25_15_151,6.950000000000000000e+01
25_15_152,7.070000000000000284e+01
25_15_153,6.459999999999999432e+01
25_15_154,6.490000000000000568e+01
25_15_155,6.490000000000000568e+01
25_15_156,6.579999999999999716e+01
25_15_157,7.079999999999999716e+01
25_15_158,6.509999999999999432e+01
25_15_159,6.970000000000000284e+01
25_15_160,6.679999999999999716e+01
25_15_161,6.890000000000000568e+01
25_15_162,6.450000000000000000e+01
25_15_163,6.579999999999999716e+01
25_15_164,6.490000000000000568e+01
25_15_165,6.500000000000000000e+01
25_15_166,6.470000000000000284e+01
25_15_167,6.850000000000000000e+01
25_15_168,6.509999999999999432e+01
25_15_169,6.900000000000000000e+01
25_15_170,6.850000000000000000e+01
25_15_171,6.750000000000000000e+01
25_15_172,7.250000000000000000e+01
25_15_173,6.959999999999999432e+01
25_15_174,6.440000000000000568e+01
25_15_175,6.690000000000000568e+01
25_15_176,6.490000000000000568e+01
25_15_177,6.450000000000000000e+01
25_15_178,6.500000000000000000e+01
25_15_179,6.500000000000000000e+01
25_15_180,7.059999999999999432e+01
25_15_181,6.590000000000000568e+01
25_15_182,6.520000000000000284e+01
25_15_183,6.160000000000000142e+01
25_15_184,6.890000000000000568e+01
25_15_185,6.470000000000000284e+01
25_15_186,6.509999999999999432e+01
25_15_187,6.670000000000000284e+01
25_15_188,6.529999999999999716e+01
25_15_189,6.779999999999999716e+01
25_15_190,6.940000000000000568e+01
25_15_191,6.490000000000000568e+01
25_15_192,6.970000000000000284e+01
25_15_193,6.329999999999999716e+01
25_15_194,7.100000000000000000e+01
25_15_195,6.679999999999999716e+01
25_15_196,7.140000000000000568e+01
25_15_197,6.859999999999999432e+01
25_15_198,6.790000000000000568e+01
25_15_199,7.050000000000000000e+01
25_15_200,6.540000000000000568e+01
25_15_201,6.840000000000000568e+01
25_15_202,6.490000000000000568e+01
25_15_203,6.500000000000000000e+01
25_15_204,6.479999999999999716e+01
25_15_205,6.229999999999999716e+01
25_15_206,6.500000000000000000e+01
25_15_207,6.779999999999999716e+01
25_15_208,7.020000000000000284e+01
25_15_209,6.409999999999999432e+01
25_15_210,7.250000000000000000e+01
25_15_211,6.289999999999999858e+01
25_15_212,6.479999999999999716e+01
25_15_213,6.490000000000000568e+01
25_15_214,6.770000000000000284e+01
25_15_215,6.709999999999999432e+01
25_15_216,6.979999999999999716e+01
25_15_217,6.459999999999999432e+01
25_15_218,6.879999999999999716e+01
25_15_219,6.800000000000000000e+01
25_15_220,6.400000000000000000e+01
25_15_221,6.389999999999999858e+01
25_15_222,6.229999999999999716e+01
25_15_223,6.300000000000000000e+01
25_15_224,6.529999999999999716e+01
25_15_225,6.879999999999999716e+01
25_15_226,6.790000000000000568e+01
25_15_227,6.800000000000000000e+01
25_30_0,7.100000000000000000e+01
25_30_1,7.100000000000000000e+01
25_30_2,6.440000000000000568e+01
25_30_3,5.050000000000000000e+01
25_30_4,6.620000000000000284e+01
25_30_5,5.920000000000000284e+01
25_30_6,6.210000000000000142e+01
25_30_7,6.979999999999999716e+01
25_30_8,6.310000000000000142e+01
25_30_9,5.789999999999999858e+01
25_30_10,5.670000000000000284e+01
25_30_11,6.840000000000000568e+01
25_30_12,6.470000000000000284e+01
25_30_13,6.870000000000000284e+01
25_30_14,5.010000000000000142e+01
25_30_15,6.100000000000000000e+01
25_30_16,6.520000000000000284e+01
25_30_17,6.640000000000000568e+01
25_30_18,6.729999999999999716e+01
25_30_19,6.850000000000000000e+01
25_30_20,6.850000000000000000e+01
25_30_21,6.389999999999999858e+01
25_30_22,6.790000000000000568e+01
25_30_23,6.500000000000000000e+01
25_30_24,6.440000000000000568e+01
25_30_25,6.470000000000000284e+01
25_30_26,6.790000000000000568e+01
25_30_27,6.470000000000000284e+01
25_30_28,6.450000000000000000e+01
25_30_29,6.440000000000000568e+01
25_30_30,6.879999999999999716e+01
25_30_31,6.920000000000000284e+01
25_30_32,6.500000000000000000e+01
25_30_33,7.000000000000000000e+01
25_30_34,6.429999999999999716e+01
25_30_35,6.500000000000000000e+01
25_30_36,5.679999999999999716e+01
25_30_37,6.500000000000000000e+01
25_30_38,6.509999999999999432e+01
25_30_39,7.109999999999999432e+01
25_30_40,7.150000000000000000e+01
25_30_41,6.659999999999999432e+01
25_30_42,6.690000000000000568e+01
25_30_43,6.490000000000000568e+01
25_30_44,6.440000000000000568e+01
25_30_45,7.040000000000000568e+01
25_30_46,6.850000000000000000e+01
25_30_47,6.920000000000000284e+01
25_30_48,6.770000000000000284e+01
25_30_49,6.620000000000000284e+01
25_30_50,6.479999999999999716e+01
25_30_51,6.479999999999999716e+01
25_30_52,6.420000000000000284e+01
25_30_53,6.490000000000000568e+01
25_30_54,6.509999999999999432e+01
25_30_55,6.670000000000000284e+01
25_30_56,6.470000000000000284e+01
25_30_57,6.800000000000000000e+01
25_30_58,6.600000000000000000e+01
25_30_59,6.940000000000000568e+01
25_30_60,6.890000000000000568e+01
25_30_61,6.490000000000000568e+01
25_30_62,6.490000000000000568e+01
25_30_63,6.200000000000000000e+01
25_30_64,6.509999999999999432e+01
25_30_65,6.500000000000000000e+01
25_30_66,6.579999999999999716e+01
25_30_67,6.950000000000000000e+01
25_30_68,6.500000000000000000e+01
25_30_69,7.070000000000000284e+01
25_30_70,6.490000000000000568e+01
25_30_71,6.850000000000000000e+01
25_30_72,6.490000000000000568e+01
25_30_73,6.170000000000000284e+01
25_30_74,6.479999999999999716e+01
25_30_75,6.310000000000000142e+01
25_30_76,6.629999999999999716e+01
25_30_77,6.890000000000000568e+01
25_30_78,6.509999999999999432e+01
25_30_79,6.490000000000000568e+01
25_30_80,6.770000000000000284e+01
25_30_81,6.650000000000000000e+01
25_30_82,6.690000000000000568e+01
25_30_83,6.620000000000000284e+01
25_30_84,6.670000000000000284e+01
25_30_85,6.890000000000000568e+01
25_30_86,6.850000000000000000e+01
25_30_87,7.079999999999999716e+01
25_30_88,6.520000000000000284e+01
25_30_89,6.790000000000000568e+01
25_30_90,6.500000000000000000e+01
25_30_91,5.560000000000000142e+01
25_30_92,6.459999999999999432e+01
25_30_93,6.859999999999999432e+01
25_30_94,7.109999999999999432e+01
25_30_95,6.870000000000000284e+01
25_30_96,6.870000000000000284e+01
25_30_97,6.500000000000000000e+01
25_30_98,6.479999999999999716e+01
25_30_99,6.540000000000000568e+01
25_30_100,6.709999999999999432e+01
25_30_101,6.490000000000000568e+01
25_30_102,6.950000000000000000e+01
25_30_103,6.500000000000000000e+01
25_30_104,7.120000000000000284e+01
25_30_105,6.500000000000000000e+01
25_30_106,6.470000000000000284e+01
25_30_107,6.310000000000000142e+01
25_30_108,6.959999999999999432e+01
25_30_109,6.420000000000000284e+01
25_30_110,6.529999999999999716e+01
25_30_111,6.679999999999999716e+01
25_30_112,7.129999999999999716e+01
25_30_113,6.620000000000000284e+01
25_30_114,6.720000000000000284e+01
25_30_115,6.629999999999999716e+01
25_30_116,6.690000000000000568e+01
25_30_117,6.629999999999999716e+01
25_30_118,6.709999999999999432e+01
25_30_119,6.829999999999999716e+01
25_30_120,6.679999999999999716e+01
25_30_121,6.750000000000000000e+01
25_30_122,7.079999999999999716e+01
25_30_123,6.820000000000000284e+01
25_30_124,6.650000000000000000e+01
25_30_125,6.650000000000000000e+01
25_30_126,7.050000000000000000e+01
25_30_127,6.990000000000000568e+01
25_30_128,5.010000000000000142e+01
25_30_129,7.179999999999999716e+01
25_30_130,6.459999999999999432e+01
25_30_131,6.779999999999999716e+01
25_30_132,5.029999999999999716e+01
25_30_133,6.400000000000000000e+01
25_30_134,5.100000000000000000e+01
25_30_135,6.470000000000000284e+01
25_30_136,6.520000000000000284e+01
25_30_137,6.210000000000000142e+01
25_30_138,6.360000000000000142e+01
25_30_139,6.429999999999999716e+01
25_30_140,6.679999999999999716e+01
25_30_141,6.909999999999999432e+01
25_30_142,6.779999999999999716e+01
25_30_143,6.829999999999999716e+01
25_30_144,6.350000000000000000e+01
25_30_145,6.360000000000000142e+01
25_30_146,6.420000000000000284e+01
25_30_147,6.990000000000000568e+01
25_30_148,6.200000000000000000e+01
25_30_149,6.559999999999999432e+01
25_30_150,6.759999999999999432e+01
25_30_151,6.950000000000000000e+01
25_30_152,7.070000000000000284e+01
25_30_153,6.459999999999999432e+01
25_30_154,6.490000000000000568e+01
25_30_155,6.490000000000000568e+01
25_30_156,6.579999999999999716e+01
25_30_157,7.079999999999999716e+01
25_30_158,6.509999999999999432e+01
25_30_159,6.970000000000000284e+01
25_30_160,6.679999999999999716e+01
25_30_161,6.890000000000000568e+01
25_30_162,6.450000000000000000e+01
25_30_163,6.579999999999999716e+01
25_30_164,6.490000000000000568e+01
25_30_165,6.500000000000000000e+01
25_30_166,6.470000000000000284e+01
25_30_167,6.850000000000000000e+01
25_30_168,6.509999999999999432e+01
25_30_169,6.900000000000000000e+01
25_30_170,6.850000000000000000e+01
25_30_171,6.750000000000000000e+01
25_30_172,7.250000000000000000e+01
25_30_173,6.959999999999999432e+01
25_30_174,6.440000000000000568e+01
25_30_175,6.690000000000000568e+01
25_30_176,6.490000000000000568e+01
25_30_177,6.450000000000000000e+01
25_30_178,6.500000000000000000e+01
25_30_179,6.500000000000000000e+01
25_30_180,7.059999999999999432e+01
25_30_181,6.590000000000000568e+01
25_30_182,6.520000000000000284e+01
25_30_183,6.160000000000000142e+01
25_30_184,6.890000000000000568e+01
25_30_185,6.470000000000000284e+01
25_30_186,6.509999999999999432e+01
25_30_187,6.670000000000000284e+01
25_30_188,6.529999999999999716e+01
25_30_189,6.779999999999999716e+01
25_30_190,6.940000000000000568e+01
25_30_191,6.490000000000000568e+01
25_30_192,6.970000000000000284e+01
25_30_193,6.329999999999999716e+01
25_30_194,7.100000000000000000e+01
25_30_195,6.679999999999999716e+01
25_30_196,7.140000000000000568e+01
25_30_197,6.859999999999999432e+01
25_30_198,6.790000000000000568e+01
25_30_199,7.050000000000000000e+01
25_30_200,6.540000000000000568e+01
25_30_201,6.840000000000000568e+01
25_30_202,6.490000000000000568e+01
25_30_203,6.500000000000000000e+01
25_30_204,6.479999999999999716e+01
25_30_205,6.229999999999999716e+01
25_30_206,6.500000000000000000e+01
25_30_207,6.779999999999999716e+01
25_30_208,7.020000000000000284e+01
25_30_209,6.409999999999999432e+01
25_30_210,7.250000000000000000e+01
25_30_211,6.289999999999999858e+01
25_30_212,6.479999999999999716e+01
25_30_213,6.490000000000000568e+01
25_30_214,6.770000000000000284e+01
25_30_215,6.709999999999999432e+01
25_30_216,6.979999999999999716e+01
25_30_217,6.459999999999999432e+01
25_30_218,6.879999999999999716e+01
25_30_219,6.800000000000000000e+01
25_30_220,6.400000000000000000e+01
25_30_221,6.389999999999999858e+01
25_30_222,6.229999999999999716e+01
25_30_223,6.300000000000000000e+01
25_30_224,6.529999999999999716e+01
25_30_225,6.879999999999999716e+01
25_30_226,6.790000000000000568e+01
25_30_227,6.800000000000000000e+01
25_45_0,7.100000000000000000e+01
25_45_1,7.100000000000000000e+01
25_45_2,6.440000000000000568e+01
25_45_3,5.050000000000000000e+01
25_45_4,6.620000000000000284e+01
25_45_5,5.920000000000000284e+01
25_45_6,6.210000000000000142e+01
25_45_7,6.979999999999999716e+01
25_45_8,6.310000000000000142e+01
25_45_9,5.789999999999999858e+01
25_45_10,5.670000000000000284e+01
25_45_11,6.840000000000000568e+01
25_45_12,6.470000000000000284e+01
25_45_13,6.870000000000000284e+01
25_45_14,5.010000000000000142e+01
25_45_15,6.100000000000000000e+01
25_45_16,6.520000000000000284e+01
25_45_17,6.640000000000000568e+01
25_45_18,6.729999999999999716e+01
25_45_19,6.850000000000000000e+01
25_45_20,6.850000000000000000e+01
25_45_21,6.389999999999999858e+01
25_45_22,6.790000000000000568e+01
25_45_23,6.500000000000000000e+01
25_45_24,6.440000000000000568e+01
25_45_25,6.470000000000000284e+01
25_45_26,6.790000000000000568e+01
25_45_27,6.470000000000000284e+01
25_45_28,6.450000000000000000e+01
25_45_29,6.440000000000000568e+01
25_45_30,6.879999999999999716e+01
25_45_31,6.920000000000000284e+01
25_45_32,6.500000000000000000e+01
25_45_33,7.000000000000000000e+01
25_45_34,6.429999999999999716e+01
25_45_35,6.500000000000000000e+01
25_45_36,5.679999999999999716e+01
25_45_37,6.500000000000000000e+01
25_45_38,6.509999999999999432e+01
25_45_39,7.109999999999999432e+01
25_45_40,7.150000000000000000e+01
25_45_41,6.659999999999999432e+01
25_45_42,6.690000000000000568e+01
25_45_43,6.490000000000000568e+01
25_45_44,6.440000000000000568e+01
25_45_45,7.040000000000000568e+01
25_45_46,6.850000000000000000e+01
25_45_47,6.920000000000000284e+01
25_45_48,6.770000000000000284e+01
25_45_49,6.620000000000000284e+01
25_45_50,6.479999999999999716e+01
25_45_51,6.479999999999999716e+01
25_45_52,6.420000000000000284e+01
25_45_53,6.490000000000000568e+01
25_45_54,6.509999999999999432e+01
25_45_55,6.670000000000000284e+01
25_45_56,6.470000000000000284e+01
25_45_57,6.800000000000000000e+01
25_45_58,6.600000000000000000e+01
25_45_59,6.940000000000000568e+01
25_45_60,6.890000000000000568e+01
25_45_61,6.490000000000000568e+01
25_45_62,6.490000000000000568e+01
25_45_63,6.200000000000000000e+01
25_45_64,6.509999999999999432e+01
25_45_65,6.500000000000000000e+01
25_45_66,6.579999999999999716e+01
25_45_67,6.950000000000000000e+01
25_45_68,6.500000000000000000e+01
25_45_69,7.070000000000000284e+01
25_45_70,6.490000000000000568e+01
25_45_71,6.850000000000000000e+01
25_45_72,6.490000000000000568e+01
25_45_73,6.170000000000000284e+01
25_45_74,6.479999999999999716e+01
25_45_75,6.310000000000000142e+01
25_45_76,6.629999999999999716e+01
25_45_77,6.890000000000000568e+01
25_45_78,6.509999999999999432e+01
25_45_79,6.490000000000000568e+01
25_45_80,6.770000000000000284e+01
25_45_81,6.650000000000000000e+01
25_45_82,6.690000000000000568e+01
25_45_83,6.620000000000000284e+01
25_45_84,6.670000000000000284e+01
25_45_85,6.890000000000000568e+01
25_45_86,6.850000000000000000e+01
25_45_87,7.079999999999999716e+01
25_45_88,6.520000000000000284e+01
25_45_89,6.790000000000000568e+01
25_45_90,6.500000000000000000e+01
25_45_91,5.560000000000000142e+01
25_45_92,6.459999999999999432e+01
25_45_93,6.859999999999999432e+01
25_45_94,7.109999999999999432e+01
25_45_95,6.870000000000000284e+01
25_45_96,6.870000000000000284e+01
25_45_97,6.500000000000000000e+01
25_45_98,6.479999999999999716e+01
25_45_99,6.540000000000000568e+01
25_45_100,6.709999999999999432e+01
25_45_101,6.490000000000000568e+01
25_45_102,6.950000000000000000e+01
25_45_103,6.500000000000000000e+01
25_45_104,7.120000000000000284e+01
25_45_105,6.500000000000000000e+01
25_45_106,6.470000000000000284e+01
25_45_107,6.310000000000000142e+01
25_45_108,6.959999999999999432e+01
25_45_109,6.420000000000000284e+01
25_45_110,6.529999999999999716e+01
25_45_111,6.679999999999999716e+01
25_45_112,7.129999999999999716e+01
25_45_113,6.620000000000000284e+01
25_45_114,6.720000000000000284e+01
25_45_115,6.629999999999999716e+01
25_45_116,6.690000000000000568e+01
25_45_117,6.629999999999999716e+01
25_45_118,6.709999999999999432e+01
25_45_119,6.829999999999999716e+01
25_45_120,6.679999999999999716e+01
25_45_121,6.750000000000000000e+01
25_45_122,7.079999999999999716e+01
25_45_123,6.820000000000000284e+01
25_45_124,6.650000000000000000e+01
25_45_125,6.650000000000000000e+01
25_45_126,7.050000000000000000e+01
25_45_127,6.990000000000000568e+01
25_45_128,5.010000000000000142e+01
25_45_129,7.179999999999999716e+01
25_45_130,6.459999999999999432e+01
25_45_131,6.779999999999999716e+01
25_45_132,5.029999999999999716e+01
25_45_133,6.400000000000000000e+01
25_45_134,5.100000000000000000e+01
25_45_135,6.470000000000000284e+01
25_45_136,6.520000000000000284e+01
25_45_137,6.210000000000000142e+01
25_45_138,6.360000000000000142e+01
25_45_139,6.429999999999999716e+01
25_45_140,6.679999999999999716e+01
25_45_141,6.909999999999999432e+01
25_45_142,6.779999999999999716e+01
25_45_143,6.829999999999999716e+01
25_45_144,6.350000000000000000e+01
25_45_145,6.360000000000000142e+01
25_45_146,6.420000000000000284e+01
25_45_147,6.990000000000000568e+01
25_45_148,6.200000000000000000e+01
25_45_149,6.559999999999999432e+01
25_45_150,6.759999999999999432e+01
25_45_151,6.950000000000000000e+01
25_45_152,7.070000000000000284e+01
25_45_153,6.459999999999999432e+01
25_45_154,6.490000000000000568e+01
25_45_155,6.490000000000000568e+01
25_45_156,6.579999999999999716e+01
25_45_157,7.079999999999999716e+01
25_45_158,6.509999999999999432e+01
25_45_159,6.970000000000000284e+01
25_45_160,6.679999999999999716e+01
25_45_161,6.890000000000000568e+01
25_45_162,6.450000000000000000e+01
25_45_163,6.579999999999999716e+01
25_45_164,6.490000000000000568e+01
25_45_165,6.500000000000000000e+01
25_45_166,6.470000000000000284e+01
25_45_167,6.850000000000000000e+01
25_45_168,6.509999999999999432e+01
25_45_169,6.900000000000000000e+01
25_45_170,6.850000000000000000e+01
25_45_171,6.750000000000000000e+01
25_45_172,7.250000000000000000e+01
25_45_173,6.959999999999999432e+01
25_45_174,6.440000000000000568e+01
25_45_175,6.690000000000000568e+01
25_45_176,6.490000000000000568e+01
25_45_177,6.450000000000000000e+01
25_45_178,6.500000000000000000e+01
25_45_179,6.500000000000000000e+01
25_45_180,7.059999999999999432e+01
25_45_181,6.590000000000000568e+01
25_45_182,6.520000000000000284e+01
25_45_183,6.160000000000000142e+01
25_45_184,6.890000000000000568e+01
25_45_185,6.470000000000000284e+01
25_45_186,6.509999999999999432e+01
25_45_187,6.670000000000000284e+01
25_45_188,6.529999999999999716e+01
25_45_189,6.779999999999999716e+01
25_45_190,6.940000000000000568e+01
25_45_191,6.490000000000000568e+01
25_45_192,6.970000000000000284e+01
25_45_193,6.329999999999999716e+01
25_45_194,7.100000000000000000e+01
25_45_195,6.679999999999999716e+01
25_45_196,7.140000000000000568e+01
25_45_197,6.859999999999999432e+01
25_45_198,6.790000000000000568e+01
25_45_199,7.050000000000000000e+01
25_45_200,6.540000000000000568e+01
25_45_201,6.840000000000000568e+01
25_45_202,6.490000000000000568e+01
25_45_203,6.500000000000000000e+01
25_45_204,6.479999999999999716e+01
25_45_205,6.229999999999999716e+01
25_45_206,6.500000000000000000e+01
25_45_207,6.779999999999999716e+01
25_45_208,7.020000000000000284e+01
25_45_209,6.409999999999999432e+01
25_45_210,7.250000000000000000e+01
25_45_211,6.289999999999999858e+01
25_45_212,6.479999999999999716e+01
25_45_213,6.490000000000000568e+01
25_45_214,6.770000000000000284e+01
25_45_215,6.709999999999999432e+01
25_45_216,6.979999999999999716e+01
25_45_217,6.459999999999999432e+01
25_45_218,6.879999999999999716e+01
25_45_219,6.800000000000000000e+01
25_45_220,6.400000000000000000e+01
25_45_221,6.389999999999999858e+01
25_45_222,6.229999999999999716e+01
25_45_223,6.300000000000000000e+01
25_45_224,6.529999999999999716e+01
25_45_225,6.879999999999999716e+01
25_45_226,6.790000000000000568e+01
25_45_227,6.800000000000000000e+01
26_15_0,6.479999999999999716e+01
26_15_1,6.570000000000000284e+01
26_15_2,4.050000000000000000e+01
26_15_3,3.720000000000000284e+01
26_15_4,4.310000000000000142e+01
26_15_5,3.379999999999999716e+01
26_15_6,2.439999999999999858e+01
26_15_7,6.800000000000000000e+01
26_15_8,6.100000000000000000e+01
26_15_9,3.000000000000000000e+01
26_15_10,3.970000000000000284e+01
26_15_11,6.750000000000000000e+01
26_15_12,6.329999999999999716e+01
26_15_13,6.329999999999999716e+01
26_15_14,2.769999999999999929e+01
26_15_15,6.150000000000000000e+01
26_15_16,5.779999999999999716e+01
26_15_17,6.089999999999999858e+01
26_15_18,6.379999999999999716e+01
26_15_19,6.590000000000000568e+01
26_15_20,6.170000000000000284e+01
26_15_21,6.450000000000000000e+01
26_15_22,6.709999999999999432e+01
26_15_23,3.039999999999999858e+01
26_15_24,6.020000000000000284e+01
26_15_25,6.370000000000000284e+01
26_15_26,6.609999999999999432e+01
26_15_27,6.310000000000000142e+01
26_15_28,4.179999999999999716e+01
26_15_29,3.210000000000000142e+01
26_15_30,2.760000000000000142e+01
26_15_31,5.560000000000000142e+01
26_15_32,6.289999999999999858e+01
26_15_33,6.189999999999999858e+01
26_15_34,4.670000000000000284e+01
26_15_35,6.210000000000000142e+01
26_15_36,4.360000000000000142e+01
26_15_37,6.720000000000000284e+01
26_15_38,5.489999999999999858e+01
26_15_39,6.420000000000000284e+01
26_15_40,5.900000000000000000e+01
26_15_41,6.409999999999999432e+01
26_15_42,6.459999999999999432e+01
26_15_43,6.429999999999999716e+01
26_15_44,5.910000000000000142e+01
26_15_45,6.220000000000000284e+01
26_15_46,6.120000000000000284e+01
26_15_47,6.629999999999999716e+01
26_15_48,6.540000000000000568e+01
26_15_49,6.370000000000000284e+01
26_15_50,6.250000000000000000e+01
26_15_51,6.409999999999999432e+01
26_15_52,6.170000000000000284e+01
26_15_53,6.490000000000000568e+01
26_15_54,6.470000000000000284e+01
26_15_55,6.890000000000000568e+01
26_15_56,6.459999999999999432e+01
26_15_57,6.270000000000000284e+01
26_15_58,6.520000000000000284e+01
26_15_59,6.790000000000000568e+01
26_15_60,6.709999999999999432e+01
26_15_61,6.479999999999999716e+01
26_15_62,5.300000000000000000e+01
26_15_63,6.039999999999999858e+01
26_15_64,6.470000000000000284e+01
26_15_65,2.800000000000000000e+01
26_15_66,5.660000000000000142e+01
26_15_67,4.760000000000000142e+01
26_15_68,4.220000000000000284e+01
26_15_69,2.889999999999999858e+01
26_15_70,6.500000000000000000e+01
26_15_71,6.890000000000000568e+01
26_15_72,1.390000000000000036e+01
26_15_73,6.360000000000000142e+01
26_15_74,6.520000000000000284e+01
26_15_75,5.000000000000000000e+01
26_15_76,5.970000000000000284e+01
26_15_77,6.840000000000000568e+01
26_15_78,5.679999999999999716e+01
26_15_79,6.160000000000000142e+01
26_15_80,6.239999999999999858e+01
26_15_81,6.210000000000000142e+01
26_15_82,6.139999999999999858e+01
26_15_83,3.829999999999999716e+01
26_15_84,6.370000000000000284e+01
26_15_85,6.409999999999999432e+01
26_15_86,6.409999999999999432e+01
26_15_87,5.989999999999999858e+01
26_15_88,5.600000000000000000e+01
26_15_89,6.500000000000000000e+01
26_15_90,4.139999999999999858e+01
26_15_91,4.050000000000000000e+01
26_15_92,6.160000000000000142e+01
26_15_93,6.150000000000000000e+01
26_15_94,6.929999999999999716e+01
26_15_95,6.350000000000000000e+01
26_15_96,6.820000000000000284e+01
26_15_97,5.120000000000000284e+01
26_15_98,6.200000000000000000e+01
26_15_99,6.429999999999999716e+01
26_15_100,4.810000000000000142e+01
26_15_101,6.459999999999999432e+01
26_15_102,6.420000000000000284e+01
26_15_103,5.810000000000000142e+01
26_15_104,6.509999999999999432e+01
26_15_105,6.220000000000000284e+01
26_15_106,6.150000000000000000e+01
26_15_107,5.720000000000000284e+01
26_15_108,1.600000000000000000e+01
26_15_109,6.420000000000000284e+01
26_15_110,6.800000000000000000e+01
26_15_111,6.490000000000000568e+01
26_15_112,7.129999999999999716e+01
26_15_113,6.879999999999999716e+01
26_15_114,6.679999999999999716e+01
26_15_115,6.790000000000000568e+01
26_15_116,6.850000000000000000e+01
26_15_117,1.119999999999999929e+01
26_15_118,6.620000000000000284e+01
26_15_119,6.809999999999999432e+01
26_15_120,6.579999999999999716e+01
26_15_121,6.829999999999999716e+01
26_15_122,6.990000000000000568e+01
26_15_123,7.190000000000000568e+01
26_15_124,2.100000000000000000e+01
26_15_125,6.890000000000000568e+01
26_15_126,6.820000000000000284e+01
26_15_127,6.389999999999999858e+01
26_15_128,5.060000000000000142e+01
26_15_129,1.459999999999999964e+01
26_15_130,6.060000000000000142e+01
26_15_131,5.110000000000000142e+01
26_15_132,6.740000000000000568e+01
26_15_133,6.179999999999999716e+01
26_15_134,5.050000000000000000e+01
26_15_135,6.640000000000000568e+01
26_15_136,6.250000000000000000e+01
26_15_137,6.339999999999999858e+01
26_15_138,5.400000000000000000e+01
26_15_139,6.029999999999999716e+01
26_15_140,6.709999999999999432e+01
26_15_141,6.759999999999999432e+01
26_15_142,6.609999999999999432e+01
26_15_143,3.679999999999999716e+01
26_15_144,5.920000000000000284e+01
26_15_145,6.060000000000000142e+01
26_15_146,6.229999999999999716e+01
26_15_147,5.170000000000000284e+01
26_15_148,4.289999999999999858e+01
26_15_149,7.050000000000000000e+01
26_15_150,6.590000000000000568e+01
26_15_151,6.700000000000000000e+01
26_15_152,6.759999999999999432e+01
26_15_153,6.459999999999999432e+01
26_15_154,6.470000000000000284e+01
26_15_155,6.459999999999999432e+01
26_15_156,5.689999999999999858e+01
26_15_157,6.600000000000000000e+01
26_15_158,3.579999999999999716e+01
26_15_159,3.550000000000000000e+01
26_15_160,6.600000000000000000e+01
26_15_161,7.190000000000000568e+01
26_15_162,2.900000000000000000e+01
26_15_163,2.810000000000000142e+01
26_15_164,6.470000000000000284e+01
26_15_165,6.559999999999999432e+01
26_15_166,6.429999999999999716e+01
26_15_167,3.210000000000000142e+01
26_15_168,5.670000000000000284e+01
26_15_169,6.450000000000000000e+01
26_15_170,4.089999999999999858e+01
26_15_171,6.940000000000000568e+01
26_15_172,7.000000000000000000e+01
26_15_173,6.720000000000000284e+01
26_15_174,5.120000000000000284e+01
26_15_175,6.990000000000000568e+01
26_15_176,6.650000000000000000e+01
26_15_177,5.189999999999999858e+01
26_15_178,6.260000000000000142e+01
26_15_179,2.680000000000000071e+01
26_15_180,7.290000000000000568e+01
26_15_181,5.879999999999999716e+01
26_15_182,4.279999999999999716e+01
26_15_183,6.450000000000000000e+01
26_15_184,6.579999999999999716e+01
26_15_185,2.680000000000000071e+01
26_15_186,3.639999999999999858e+01
26_15_187,6.990000000000000568e+01
26_15_188,5.270000000000000284e+01
26_15_189,6.379999999999999716e+01
26_15_190,3.239999999999999858e+01
26_15_191,6.670000000000000284e+01
26_15_192,6.929999999999999716e+01
26_15_193,6.320000000000000284e+01
26_15_194,6.870000000000000284e+01
26_15_195,2.930000000000000071e+01
26_15_196,6.440000000000000568e+01
26_15_197,1.960000000000000142e+01
26_15_198,3.310000000000000142e+01
26_15_199,7.440000000000000568e+01
26_15_200,4.400000000000000000e+01
26_15_201,6.310000000000000142e+01
26_15_202,6.470000000000000284e+01
26_15_203,6.509999999999999432e+01
26_15_204,5.300000000000000000e+01
26_15_205,6.550000000000000000e+01
26_15_206,6.429999999999999716e+01
26_15_207,6.829999999999999716e+01
26_15_208,2.050000000000000000e+01
26_15_209,7.179999999999999716e+01
26_15_210,6.440000000000000568e+01
26_15_211,6.010000000000000142e+01
26_15_212,6.520000000000000284e+01
26_15_213,5.960000000000000142e+01
26_15_214,6.279999999999999716e+01
26_15_215,6.300000000000000000e+01
26_15_216,6.829999999999999716e+01
26_15_217,3.279999999999999716e+01
26_15_218,6.550000000000000000e+01
26_15_219,2.219999999999999929e+01
26_15_220,4.889999999999999858e+01
26_15_221,2.500000000000000000e+01
26_15_222,2.030000000000000071e+01
26_15_223,6.609999999999999432e+01
26_15_224,4.860000000000000142e+01
26_15_225,6.260000000000000142e+01
26_15_226,6.620000000000000284e+01
26_15_227,6.189999999999999858e+01
26_30_0,6.479999999999999716e+01
26_30_1,6.570000000000000284e+01
26_30_2,4.050000000000000000e+01
26_30_3,3.720000000000000284e+01
26_30_4,4.310000000000000142e+01
26_30_5,3.379999999999999716e+01
26_30_6,2.439999999999999858e+01
26_30_7,6.800000000000000000e+01
26_30_8,6.100000000000000000e+01
26_30_9,3.000000000000000000e+01
